,index,source_id,hip,tycho2_id,solution_id,source_id_2,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_good_obs_ac,astrometric_n_bad_obs_al,astrometric_n_bad_obs_ac,astrometric_delta_q,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_primary_flag,astrometric_relegation_factor,astrometric_weight_al,astrometric_weight_ac,astrometric_priors_used,matched_observations,duplicated_source,scan_direction_strength_k1,scan_direction_strength_k2,scan_direction_strength_k3,scan_direction_strength_k4,scan_direction_mean_k1,scan_direction_mean_k2,scan_direction_mean_k3,scan_direction_mean_k4,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_variable_flag,l,b,ecl_lon,ecl_lat
52,52.0,1.4667787480444224e+17,21637.0,,1.6353784107819336e+18,1.4667787480444224e+17,255705.0,2015.0,69.71419532493726,0.3396455022483012,23.149747461356597,0.2270625122120636,22.995032678476505,0.2910624334905167,105.49342029516134,0.05650353959631985,-54.19273441394717,0.03357100677386444,-0.58285975,0.486136,0.26771194,-0.13782288,-0.41929263,-0.15677732,0.26441845,0.17516264,-0.06922344,0.21862826,44.0,44.0,44.0,43.0,0.0,1.0,8.889667,0.4937844688142001,85.8162344787346,True,4.8891478,3.8978176,6.081456e-06,3.0,5.0,False,0.19106135,0.5852464,0.22992834,0.9050037,-57.20831,26.436235,-54.587124,31.185822,43.0,18736380.58204984,15955.283690186197,7.343055815318618,b'NOT_AVAILABLE',175.97994648774306,-15.555283008796284,71.40744009673492,1.0103063781391695
53,53.0,1.5165007254156928e+17,21482.0,,1.6353784107819336e+18,1.5165007254156928e+17,1062543.0,2015.0,69.20209612941166,0.23058883756157927,27.13157683547096,0.20243965208237719,57.21786381272803,0.2811761234200317,232.11860311845746,0.10366067567265039,-147.69819517913393,0.06301680477133172,-0.11147504,0.15284216,-0.0004204495,-0.039260983,-0.54077697,-0.029733896,0.059609964,0.014587229,-0.06361553,0.28393072,54.0,54.0,54.0,54.0,0.0,0.0,1.2996094,0.47163493610503954,97.71998207638171,True,4.679218,4.1201916,5.744691e-06,3.0,9.0,False,0.50639,0.29224306,0.54910696,0.7140068,-58.477978,-0.6421031,-31.998491,41.79387,68.0,14245577.531340968,13317.502173577439,7.640569912072699,b'NOT_AVAILABLE',172.5172582487217,-13.357862114355603,71.50531867717758,5.017822331867486
54,54.0,1.29070226875627e+17,13806.0,,1.6353784107819336e+18,1.29070226875627e+17,131072.0,2015.0,44.44536814098964,0.24602072441724368,29.661274964665875,0.17580755362416894,24.01918423210381,0.2653658967669396,187.42893501040658,0.07917943114917127,-45.221702954819044,0.06709851894999258,0.27652475,-0.3083845,0.04002292,0.008202768,-0.21370281,0.028842742,-0.008183708,-0.12594195,-0.029161396,0.033289626,62.0,62.0,61.0,59.0,1.0,3.0,2.8675494,0.46876573508743363,137.08345053538096,True,4.6520553,4.2825656,1.8521396e-05,3.0,11.0,True,0.053135354,0.36232767,0.34346578,0.62321216,173.34235,-16.282986,-26.079548,35.032692,94.0,5827481.415545043,8783.52780776449,8.611067820881143,b'NOT_AVAILABLE',153.26144962726138,-25.667386437392086,50.59486293299432,12.23947921408645
55,55.0,1.443777995562075e+17,21256.0,,1.6353784107819336e+18,1.443777995562075e+17,1327805.0,2015.0,68.40540280998427,0.24609057381758478,21.15065819314812,0.1373149717506582,22.989632037786983,0.2709115677817476,108.32350801813149,0.14346898161537175,-46.2556747134908,0.09568523255350235,0.3833449,-0.03650236,-0.0314549,0.08329203,-0.1405366,0.07860721,-0.15737882,-0.023073573,0.095963866,0.23569211,170.0,170.0,170.0,170.0,0.0,0.0,0.6396198,0.622415024397849,565.9153003054971,True,6.1148057,2.2721043,2.9421422e-05,3.0,19.0,False,0.56423557,0.6533289,0.4634949,0.402442,176.1618,-15.617516,46.228985,-28.718378,169.0,1464879.970340612,3357.5518181831303,10.110264961764237,b'NOT_AVAILABLE',176.7866308436843,-17.761725864958397,69.92335122365732,-0.7961346722014383
56,56.0,1.4529317735036326e+17,20712.0,,1.6353784107819336e+18,1.4529317735036326e+17,1834188.0,2015.0,66.57753999426075,0.5265766523988346,21.470272774611995,0.27722115767795996,21.461102450225553,0.4384508719043661,103.53664848634659,0.05866796474694098,-37.868675890001334,0.03748149831551764,0.85467535,0.44811118,0.34195364,0.24834976,0.38214907,0.3084673,0.24929126,0.14476752,0.13003059,0.38316518,53.0,53.0,52.0,51.0,1.0,2.0,1.2763109,0.5685623886864716,103.12606867662228,True,5.60054,2.9527168,1.00867555e-05,3.0,8.0,True,0.37159857,0.8774113,0.46266943,0.5816082,173.68773,-26.697933,46.900124,-25.426144,66.0,21357039.09685373,30714.82238774256,7.200917457114915,b'NOT_AVAILABLE',175.37286093237387,-18.8574051421979,68.28893820987511,-0.22094284043903653
57,57.0,1.453733729762565e+17,20557.0,,1.6353784107819336e+18,1.453733729762565e+17,164357.0,2015.0,66.06125039437644,0.2991548529548705,21.736055070667135,0.14883984261061292,23.359782558379816,0.3210614543375885,117.37276781629954,0.05413555073609441,-45.79646230161957,0.031636617354660716,0.4668944,0.3896101,0.16304773,0.06374786,0.08913315,0.08254692,0.09697993,0.05136235,0.011090545,0.29137224,106.0,106.0,106.0,103.0,0.0,3.0,0.7893617,0.6527260132029916,150.5038635829651,True,6.4048066,2.2671049,1.0885327e-05,3.0,15.0,False,0.3629555,0.6735745,0.5225368,0.25630894,-177.87518,-17.81183,50.08863,-22.701736,125.0,26443836.961403742,13320.728458244042,6.968958886668002,b'NOT_AVAILABLE',174.8282055135955,-19.046357397718403,67.85754209958841,0.11811467102777913
58,58.0,1.453255442204439e+17,20480.0,,1.6353784107819336e+18,1.453255442204439e+17,82178.0,2015.0,65.84348635014562,0.23824876021125876,21.37894006940663,0.1362364553228882,20.116013228878913,0.25076726258879906,99.3743816948839,0.11110134343105871,-37.93542068509716,0.06702450581102087,-0.0417977,-0.15657662,-0.030344866,-0.037395995,-0.4266213,-0.057926375,-0.12279669,-0.043775648,-0.02583933,0.33512804,89.0,89.0,89.0,87.0,0.0,2.0,0.019877926,0.41877142413630775,299.8181058692876,True,4.180133,5.2313027,2.5066027e-05,3.0,12.0,True,0.4586322,0.5812636,0.36314952,0.043205634,-155.09073,4.337131,-52.427105,30.271708,95.0,5961777.309033633,7109.192749348631,8.586330689473261,b'NOT_AVAILABLE',174.97233173127736,-19.433698592983394,67.59980342186516,-0.20144882926615565
59,59.0,1.5894155262060378e+17,21760.0,,1.6353784107819336e+18,1.5894155262060378e+17,666016.0,2015.0,70.09478377536422,0.38748617255656204,29.972063665042626,0.2951881106681809,13.19220421389672,0.4376839866544637,53.9987803537457,0.04265277993528222,-38.87188506622145,0.03195369568012401,-0.15551335,-0.1216304,0.36048365,-0.06506258,-0.43968973,-0.06565128,0.3663987,-0.042835467,-0.167609,0.28305018,44.0,44.0,44.0,43.0,0.0,1.0,122.08332,0.8890372234629449,92.79147024295669,True,8.674435,1.2273138,1.4880045e-05,3.0,8.0,False,0.4142096,0.4057864,0.5533567,0.7387924,-65.64622,14.428556,-27.530228,41.77036,61.0,34045573.8711167,25288.546315378157,6.694618416265254,b'NOT_AVAILABLE',170.82371679965382,-10.920199869682223,72.68451515571746,7.721495753506546
60,60.0,1.513791460071072e+17,20949.0,,1.6353784107819336e+18,1.513791460071072e+17,1144086.0,2015.0,67.37857702004025,0.4343221957153783,26.67134667285244,0.26437283786223326,17.60286381314808,0.40534059634374825,82.79520886141947,0.08216049246666494,-48.47735962889494,0.05745163624789387,-0.30873498,-0.042139426,0.2218951,-0.025370382,-0.21106191,-0.062302515,0.16026744,0.050848525,0.018954441,0.28519487,27.0,27.0,27.0,25.0,0.0,2.0,1.780151,0.6585082745355756,381.1045265486936,True,6.4601674,2.167912,2.8104338e-05,3.0,5.0,False,0.38534805,0.55530834,0.36623272,0.56920755,-34.81839,15.254516,-21.26529,38.484642,44.0,4330827.518405379,6332.568391202194,8.933342844700885,b'NOT_AVAILABLE',171.77761816028507,-14.888146930400076,69.8228389685792,4.8027927183551995
61,61.0,1.441712288095598e+17,21099.0,,1.6353784107819336e+18,1.441712288095598e+17,989379.0,2015.0,67.8158651303686,0.2123329941550741,20.133005615694547,0.1067329785743637,21.70265175932578,0.23383270442062526,106.41400064922385,0.12997586662655009,-39.258263636650575,0.07660418422578887,0.44151428,-0.3107432,-0.042002063,0.066597946,-0.23100822,0.09570904,-0.19202699,-0.02508685,0.07826784,0.23646036,194.0,194.0,190.0,187.0,4.0,7.0,37.571903,0.3731586776327158,86.39409418792178,True,1.7503059,6.207393,1.12057005e-05,3.0,23.0,False,0.6042758,0.6900911,0.41276583,0.48701826,172.38152,-14.962894,43.652115,-26.299036,196.0,7472601.678405813,4899.604009357706,8.34109048103593,b'NOT_AVAILABLE',177.24160772157853,-18.835679831544972,69.22664275549934,-1.7206938730791852
62,62.0,1.4413051251959885e+17,21008.0,,1.6353784107819336e+18,1.4413051251959885e+17,1281917.0,2015.0,67.57530039381699,0.46760977687865546,19.840422354894407,0.22009245173618977,16.62989365450776,0.538646402962939,94.68727119226085,0.04096935182643879,-33.68784101586679,0.02326089109191348,0.41164058,0.118202284,0.46805435,0.17343853,0.035706565,0.20353356,0.3716412,0.058705952,0.026561962,0.25945187,167.0,167.0,167.0,161.0,0.0,6.0,119.73444,1.5317584649912108,1753.8019447297745,True,14.879534,0.40510452,1.0758556e-05,3.0,21.0,False,0.36134988,0.66590637,0.33523142,0.3437198,174.80954,-11.36128,48.34029,-25.25213,176.0,26983630.56968138,12855.3753321391,6.947019107996994,b'NOT_AVAILABLE',177.32707183224272,-19.19649352954047,68.95882783066357,-1.9757723763128292
63,63.0,1.490052660405198e+17,19793.0,,1.6353784107819336e+18,1.490052660405198e+17,1944205.0,2015.0,63.635188645807155,0.25975644441882595,23.5747434388685,0.11855914751332798,22.190752174103473,0.25069071461486925,119.82104005672792,0.07664999119448111,-48.30499678322977,0.04908624860836014,-0.17548913,0.23993598,0.0944114,-0.018930323,-0.20692761,-0.07722595,-0.050203107,0.04271336,-0.0020623158,0.3645068,106.0,106.0,106.0,104.0,0.0,2.0,6.5582013,0.4399648358026038,94.45031049531327,True,1.9668727,4.698425,6.6816087e-06,3.0,14.0,False,0.15439801,0.6275032,0.267913,0.27184775,-116.05361,3.5771036,-57.24333,15.551633,111.0,11739512.604162473,9284.850786395684,7.850644897736327,b'NOT_AVAILABLE',171.7936946984891,-19.478397335964694,65.96141695736046,2.3088393017502358
64,64.0,2.5198113048735324e+18,10672.0,,1.6353784107819336e+18,2.5198113048735324e+18,1743152.0,2015.0,34.332934481702125,0.4387955784546725,5.3608132626059595,0.2673185081945988,15.299509028716841,0.4219800628749354,145.50465294067743,0.07091728053713305,17.132605633922353,0.038815251402861364,-0.22398145,0.5782321,0.24906555,-0.09000872,-0.18192017,-0.07323381,0.2678418,0.13551155,-0.08152817,-0.07754484,26.0,26.0,26.0,26.0,0.0,0.0,0.5463436,0.6584489000232258,137.22570842804822,True,6.459599,2.2601101,1.3759296e-05,3.0,5.0,True,0.31717306,0.3355844,0.44001114,0.9408683,-51.8011,12.50622,56.506977,24.557322,42.0,7265538.938935373,5276.08760077348,8.371600477157507,b'NOT_AVAILABLE',158.71700962175245,-51.44292874428827,33.894753240037396,-7.911734349805641
65,65.0,3.239389678968988e+18,23312.0,,1.6353784107819336e+18,3.239389678968988e+18,884753.0,2015.0,75.2039971193151,0.19011287431085822,4.733153564430831,0.13823424773183374,19.248361282467933,0.2354557665387374,72.6490217715569,0.17365763397180076,9.970148077465144,0.10933806160836378,0.23534323,-0.035433806,-0.23705214,0.11807373,-0.14023879,0.15496856,-0.24234499,-0.072445996,0.052498154,-4.44897e-05,150.0,150.0,150.0,148.0,0.0,2.0,0.6238045,0.4440242013022282,304.3629764235429,True,4.418165,4.6869583,2.3715282e-05,3.0,17.0,False,0.3838527,0.4471732,0.25835395,0.6347915,155.58482,-20.956644,27.466585,-38.18103,149.0,2877442.7080953238,4385.307634036823,9.377253350640927,b'NOT_AVAILABLE',195.07617892592603,-21.966054338206543,74.48606496058889,-17.912817344302088
66,66.0,3.3003154393300183e+18,19441.0,,1.6353784107819336e+18,3.3003154393300183e+18,1038258.0,2015.0,62.45627499788089,0.22647014465318502,9.305469129388888,0.11213668843903946,28.075807547009788,0.2517088539374283,154.74814964600412,0.14900087137221382,-5.447281050507622,0.11836965927305831,0.17019391,-0.6440007,-0.18215208,0.08280489,-0.30291888,0.09474582,-0.31014043,-0.07993984,-0.00795869,0.023427619,70.0,70.0,69.0,68.0,1.0,2.0,1.7495503,0.2861595177369798,85.43946227570538,True,2.9482474,11.043806,2.5011717e-05,3.0,14.0,True,0.11971039,0.43783224,0.41737345,0.24863113,143.6498,-1.2573512,-8.419491,31.209,122.0,2493004.902377948,3305.722813958427,9.532962232529362,b'NOT_AVAILABLE',182.83458635922221,-29.704966242525078,62.24314805294325,-11.519176908172415
67,67.0,3.2854266087812495e+18,21152.0,,1.6353784107819336e+18,3.2854266087812495e+18,1289677.0,2015.0,68.02050517240042,0.3518085957083017,5.410073615063923,0.22525586131245576,22.98387772937506,0.4089453829783461,112.58691417350056,0.03656084443289354,8.060531559027822,0.021583248525997814,0.06526325,-0.30957788,0.38330454,0.03908606,-0.1826297,0.041880924,0.4194889,-0.11929323,-0.07088657,0.11880201,44.0,44.0,44.0,43.0,0.0,1.0,2.3942246,0.7603704359899878,368.99830322658465,True,7.437092,1.6827823,2.1837217e-05,3.0,6.0,False,0.18485317,0.39955744,0.14244568,0.27044728,142.70232,0.3115498,-4.8853183,44.959263,47.0,51161778.08026981,221327.89390057308,6.2524059899108515,b'NOT_AVAILABLE',190.14608713892397,-27.59177283326589,67.15636650391967,-16.303140172271426
68,68.0,3.281064262038615e+18,22177.0,,1.6353784107819336e+18,3.281064262038615e+18,15275.0,2015.0,71.57869652183426,0.18757961779395063,3.6363921788475935,0.1664092489530079,22.134861452730487,0.25104730054634034,93.2565900428134,0.18446666124593925,13.290002503224775,0.14058664260948966,0.49425477,-0.42987877,-0.13755767,0.032943055,-0.6006356,0.17922372,-0.24239816,-0.22137176,0.042976413,0.21102673,134.0,134.0,134.0,130.0,0.0,4.0,0.02022717,0.4177003337720501,261.27069570770277,True,4.170054,5.179028,3.0496325e-05,3.0,15.0,False,0.3758361,0.39627087,0.2015195,0.4263624,-170.6494,-25.504974,-19.7081,42.26894,131.0,1250436.3078509727,909.1308260722417,10.28211612526025,b'NOT_AVAILABLE',193.98895596757862,-25.611061324656497,70.56821683429399,-18.568836783032545
69,69.0,3.300934223858467e+18,19796.0,,1.6353784107819336e+18,3.300934223858467e+18,650520.0,2015.0,63.643594310985804,0.2123426988247258,10.701363747100155,0.1620185360908327,22.183796736853022,0.23867361174367116,119.57258698481067,0.05747768679345921,-5.5163792884786345,0.045189150706512186,-0.03234462,-0.1293001,0.07059242,-0.019008819,-0.2535798,-0.0127673,0.056507178,-0.054038554,-0.04029714,0.2355019,95.0,95.0,95.0,90.0,0.0,5.0,9.007786,0.4566499360783231,112.82219474063183,True,2.0224462,4.4892645,1.1320985e-05,3.0,16.0,False,0.11348246,0.26122403,0.1104555,0.6248026,-142.76445,3.8241656,-17.00303,34.043205,122.0,27026982.01247054,14354.399653079896,6.945276182345079,b'NOT_AVAILABLE',182.42609774632095,-27.91959510456075,63.67487300611194,-10.361717233089381
70,70.0,3.3044125976121953e+18,19786.0,,1.6353784107819336e+18,3.3044125976121953e+18,1725530.0,2015.0,63.61405047791578,0.24209328281998416,12.43526027944727,0.120534068744414,20.921866156946933,0.2727204961238684,114.82470630203264,0.09250909129031984,-13.057776541816992,0.06040498820824495,0.22613658,-0.6328216,-0.048167653,0.018876698,-0.31312773,0.01776245,-0.12036852,-0.1318763,-0.06254489,0.10130933,74.0,74.0,74.0,71.0,0.0,3.0,1.9657103,0.3769660288699716,69.9236506182811,True,3.7879577,6.177493,6.024536e-06,3.0,11.0,False,0.16010512,0.44265136,0.3815877,0.29157627,171.16533,-1.6137518,-9.645591,38.757736,86.0,11856319.097191975,15179.968275970587,7.839895365701132,b'NOT_AVAILABLE',180.8893597014121,-26.849356501618775,63.960972355214,-8.650687996812044
71,71.0,3.277270534605394e+18,17766.0,,1.6353784107819336e+18,3.277270534605394e+18,1081227.0,2015.0,57.05016873322544,0.22588489486337746,7.146270705308769,0.12204943038053391,27.358070400184154,0.25007907720820666,175.52344679850358,0.18527451623820373,6.501292702795693,0.10501418279700202,-0.06090949,-0.08809378,-0.21588662,-0.05662113,-0.20660162,-0.015241426,-0.22220746,-0.18335758,-0.06717567,-0.030308446,114.0,114.0,113.0,113.0,1.0,1.0,0.11326446,0.4299018122559169,230.93450381463336,True,4.2849545,4.803811,2.3888522e-05,3.0,22.0,True,0.25200567,0.5848265,0.25203744,0.5169774,-16.23554,4.987922,-5.493026,17.777576,194.0,1439738.7040916726,1740.515265197157,10.129060864276205,b'NOT_AVAILABLE',180.75663635101947,-35.20192962465004,56.43651312608914,-12.536595489858598
72,72.0,3.283823383388619e+18,20601.0,,1.6353784107819336e+18,3.283823383388619e+18,2054002.0,2015.0,66.18052216928312,0.3689660109305415,4.6999619888769,0.2611816510732556,17.695214874982344,0.4534906941831941,99.30345263614416,0.08138911592889439,2.0573769438306218,0.05400909831263637,-0.17132856,-0.21310097,0.124468006,0.0040640025,-0.0076786675,0.02016152,0.16528013,-0.040401038,0.02590676,-0.061160587,81.0,81.0,81.0,80.0,0.0,1.0,19.1,1.1920801501825755,888.606333984688,True,11.596906,0.6945287,1.9895659e-05,3.0,12.0,True,0.28352442,0.35858902,0.07581421,0.618066,158.09421,15.194168,-28.817404,31.974304,95.0,5540717.181454851,8518.399438651286,8.665855106988083,b'NOT_AVAILABLE',189.62293003361629,-29.502875509917466,65.15027634864802,-16.70805812302934
73,73.0,3.312837021344678e+18,21053.0,,1.6353784107819336e+18,3.312837021344678e+18,1605323.0,2015.0,67.69548716638907,0.3705313296775039,16.14854171363946,0.2616619751630767,23.83654492868653,0.5380514535720765,109.44198115615082,0.030050478064540396,-31.777552300689152,0.01981745642718015,0.12684135,-0.24735689,0.5028882,0.069125906,-0.7148365,0.07397758,0.5399859,-0.14242078,-0.39938697,0.12793116,80.0,80.0,80.0,76.0,0.0,4.0,1000.00903,0.9730600053974708,200.91688224731948,True,9.483823,1.0516927,1.9215311e-05,3.0,9.0,True,0.6316719,0.591961,0.53833383,0.09187563,-153.72464,2.915272,-45.93751,21.145716,80.0,45623855.064450294,37436.37370756763,6.376790116504168,b'NOT_AVAILABLE',180.45689988211998,-21.43927954076261,68.51061480640129,-5.64225623000816
74,74.0,3.314212063714381e+18,20948.0,,1.6353784107819336e+18,3.314212063714381e+18,1783846.0,2015.0,67.37692584099567,0.28246300260571505,17.863031679935503,0.15143806159674095,21.493636288266874,0.32586412700287326,106.09156029853514,0.054689909214697935,-31.967354136597933,0.032959386685368575,-0.03015665,-0.03022099,0.1952868,0.015809475,-0.45339274,-0.0071059945,0.12584062,0.0016251663,-0.059469018,0.29112026,109.0,109.0,107.0,106.0,2.0,3.0,1.2562395,0.7015264200300223,213.9465826681139,True,6.8723793,1.9763687,1.4151471e-05,3.0,15.0,False,0.51727086,0.63118386,0.44035155,0.061358508,-164.26022,2.1260417,-55.317406,4.1892505,118.0,31946399.52600371,20020.392509169516,6.763715267080304,b'NOT_AVAILABLE',178.82299256621684,-20.598953138744882,68.47091897927153,-3.901364773196215
75,75.0,3.3125756811754394e+18,21317.0,,1.6353784107819336e+18,3.3125756811754394e+18,82076.0,2015.0,68.64756188507155,0.21833276711192465,15.504511390029077,0.12749043043142932,21.744982024695698,0.24068735357362384,101.12362120121809,0.10176095149424483,-26.742496616882967,0.055846253447303255,-0.15757243,0.08078581,-0.021222642,-0.005179217,-0.38885257,-0.007845911,-0.042051766,-0.016790526,-0.022647442,0.22298624,123.0,123.0,123.0,119.0,0.0,4.0,2.6926615,0.417950430137972,77.07404823915483,True,4.172407,5.116232,5.5742435e-06,3.0,14.0,False,0.33844113,0.57308316,0.30350477,0.16684225,-154.40115,7.0851903,-50.29696,40.438526,118.0,13006661.204711637,14606.585203866443,7.739355493932212,b'NOT_AVAILABLE',181.60822305741382,-21.118607595345946,69.32513328523939,-6.415351650152264
76,76.0,3.307815001984777e+18,21112.0,,1.6353784107819336e+18,3.307815001984777e+18,1045135.0,2015.0,67.87266071003366,0.3587287228427627,13.90340255924015,0.2622918146221602,18.56384707166444,0.32471511992838453,89.94779887869541,0.05675423268430125,-17.358589548465908,0.03398117297611686,0.7993214,-0.028515235,0.21353753,0.23716886,0.055428594,0.20972462,0.25883716,-0.049457982,0.02830518,0.2655069,54.0,54.0,54.0,53.0,0.0,1.0,19.987585,0.5087924842825526,56.57391584420479,True,2.199161,3.6793244,6.818615e-06,3.0,6.0,True,0.6529432,0.82587755,0.5281243,0.41629857,156.49933,-34.25894,35.199516,-38.081917,51.0,14791623.512563031,7632.09207107166,7.5997304530789584,b'NOT_AVAILABLE',182.4752218091962,-22.692866812725097,68.33848259033242,-7.887409090877239
77,77.0,3.3079923325943204e+18,21723.0,,1.6353784107819336e+18,3.3079923325943204e+18,1632428.0,2015.0,69.96282379659395,0.17794501854297212,12.728410982791733,0.12346653951103097,23.39541661706997,0.23551624233201682,102.58702546222776,0.17178561691192717,-16.164530838816997,0.11654478500733528,-0.048453078,0.21361051,-0.06824075,0.13794357,-0.54926497,0.05646676,-0.2668745,0.01818651,0.13734755,0.17899425,114.0,114.0,113.0,111.0,1.0,3.0,0.80215436,0.32508965280722835,186.62960218398476,True,3.3056717,8.560593,2.541431e-05,3.0,14.0,False,0.35229856,0.50107163,0.3816545,0.19621632,-141.15466,-5.324298,-50.21147,-40.407467,119.0,2393281.381904315,4625.553394324183,9.577285658067192,b'NOT_AVAILABLE',184.81304834298533,-21.779127398106972,70.20206327062462,-9.344341851577704
78,78.0,3.313662892016181e+18,20577.0,,1.6353784107819336e+18,3.313662892016181e+18,1775652.0,2015.0,66.1185183774004,0.28669292603340873,16.886061139666936,0.12501827502098586,22.128192318856414,0.25835978193725656,113.08870282811495,0.08234134921226484,-25.041382644150694,0.04529830990972199,-0.2658163,-0.18785432,0.10779483,0.0005094157,-0.23190646,-0.07858352,-0.030899934,0.0004291618,-0.0024023948,0.37915623,86.0,86.0,86.0,83.0,0.0,3.0,5.937408,0.41463994561483286,63.38837169743575,True,1.8835748,5.128933,6.469005e-06,3.0,14.0,False,0.39633515,0.72377574,0.2559833,0.079174615,-171.69969,11.17933,-59.027756,12.37612,115.0,14427258.525457457,8347.247284549043,7.626810528618726,b'NOT_AVAILABLE',178.81340542549768,-22.14708712537069,67.12730781831146,-4.67701550710556
79,79.0,3.309967055477808e+18,21474.0,,1.6353784107819336e+18,3.309967055477808e+18,725731.0,2015.0,69.17008889019905,0.600737723534646,15.869213277565756,0.3889466824479118,23.920048163456414,0.7254390655334949,95.05486121824144,0.04061372026424041,-25.93082272965024,0.025827260773546447,0.14611456,0.18021123,0.6161526,0.09423482,-0.41972476,0.09128015,0.619618,0.11213054,-0.26087928,0.21572419,98.0,98.0,98.0,94.0,0.0,4.0,70.60919,2.0188068453385104,1672.1018241989775,True,19.591932,0.24505658,2.0057256e-05,3.0,12.0,False,0.27550662,0.51576674,0.34945092,0.27541173,-134.8894,-12.238201,-55.721428,-34.81898,96.0,40535586.230922125,26208.612326780865,6.505178918285498,b'NOT_AVAILABLE',181.63020292436352,-20.497593604789973,69.8787856040952,-6.12689398919214
80,80.0,3.306922954457368e+18,20826.0,,1.6353784107819336e+18,3.306922954457368e+18,159719.0,2015.0,66.94244576243062,0.24346242107219646,11.7363672504647,0.2508524180158641,21.63539868597916,0.24568998849830004,110.01262418113245,0.07576034287033973,-12.471181174317085,0.04172668641215017,0.71448135,0.54875493,0.009376686,0.17170562,0.444616,0.06998972,0.21854089,-0.006039413,0.12737219,0.30761462,44.0,44.0,43.0,42.0,1.0,2.0,4.9215393,0.29166168162551687,41.46704230424696,True,2.998468,10.22,8.720362e-06,3.0,5.0,True,0.1338514,0.626551,0.3398242,0.961492,40.68225,-49.3418,34.35394,37.801525,43.0,18953639.25792672,26535.743631541372,7.3305385375934335,b'NOT_AVAILABLE',183.74467426277,-24.734432912746048,67.09218416877683,-9.888061203032159
81,81.0,3.3120255817638405e+18,20485.0,,1.6353784107819336e+18,3.3120255817638405e+18,175468.0,2015.0,65.85587667922648,0.3100696796845481,15.763012671881224,0.16187606781965092,24.24419689397109,0.3148031165547829,125.00193253991935,0.1826721386881674,-26.472875526749437,0.11644691126387541,-0.075145565,-0.4387386,-0.085358,0.008493341,-0.24089783,-0.018716468,-0.17366654,-0.015203039,0.014743552,0.33984548,52.0,52.0,52.0,51.0,0.0,1.0,2.7169163,0.4906422122087144,163.48089545967827,True,4.8593407,3.75872,2.111872e-05,3.0,7.0,True,0.24092971,0.5245452,0.16897987,0.32721904,-169.19998,8.332669,-15.28154,40.994713,60.0,1754834.1653302794,2380.300341559276,9.914179860817292,b'NOT_AVAILABLE',179.57777464971946,-23.056383907871034,66.69426747854605,-5.744158597497829
82,82.0,3.304337452864501e+18,19316.0,,1.6353784107819336e+18,3.304337452864501e+18,1405431.0,2015.0,62.11162313814102,0.24018420881168456,12.19180069547861,0.14635057793357326,21.816950365706475,0.27791346194698263,119.3477670439743,0.17173429867125745,-10.866532968769972,0.13397697556696428,0.29773298,-0.16952243,-0.0949696,0.06474648,-0.33512947,0.061259978,-0.22416593,-0.048943557,0.08788813,0.17487916,97.0,97.0,96.0,94.0,1.0,3.0,1.8957229,0.49370291712577247,282.49158968478486,True,4.8883743,3.6216795,3.0249548e-05,3.0,16.0,False,0.11475771,0.5854279,0.27666834,0.08966073,-20.44071,-13.60486,-14.639514,0.13391301,140.0,942903.5419288238,1546.0392837219767,10.58860189602343,b'NOT_AVAILABLE',180.04166196646486,-28.13328237616684,62.456302151042095,-8.620642630250776
83,83.0,3.307844860597241e+18,20850.0,,1.6353784107819336e+18,3.307844860597241e+18,1031081.0,2015.0,67.0189119169972,0.21410305171883187,13.867859574802925,0.10375201837985869,20.879133149508448,0.23622615659914448,102.35722752379047,0.15667988805350994,-18.991969402066307,0.07573785001368019,-0.15135258,0.03649425,-0.19025809,0.027647795,-0.11999564,0.05174955,-0.13410063,-0.06347693,0.0019806565,0.1725922,89.0,89.0,87.0,87.0,2.0,2.0,6.2379694,0.3020966580262376,113.57721211329375,True,3.093998,9.9913025,1.7968656e-05,3.0,11.0,False,0.17769039,0.6198709,0.1370102,0.14745802,176.77728,5.6539917,-47.77814,32.504963,92.0,5060006.91549473,5391.712999291561,8.764392287867945,b'NOT_AVAILABLE',181.95136065326218,-23.36795739637984,67.50631683149004,-7.79488549046767
