,id,hip,ra_leao,dec_leao,m/r,e_m/r,gr,c,gr+c,drv_m02,drv_m02_gr,drv_m02_gr+c,drv_g17,drv_g17_gr,drv_g17_gr+c,sptype,vmag,(b-v),e_(b-v),rv_p98,erv_p98,rv_m02,erv_m02,rv_g17,erv_g17,rv_harps,erv_harps,fwhm,s/n,flag,|r-rc|,e|r-rc|,v_alpha,ev_alpha,v_delta,ev_delta,cr,rv_harps_gr+c,rv_g17_cr,drv_g17_gr+c+cr,solution_id,designation,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,astrometric_weight_al,astrometric_pseudo_colour,astrometric_pseudo_colour_error,mean_varpi_factor_al,astrometric_matched_observations,visibility_periods_used,astrometric_sigma5d_max,frame_rotator_object_type,matched_observations,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_nb_transits,rv_template_teff,rv_template_logg,rv_template_fe_h,phot_variable_flag,l,b,ecl_lon,ecl_lat,priam_flags,teff_val,teff_percentile_lower,teff_percentile_upper,a_g_val,a_g_percentile_lower,a_g_percentile_upper,e_bp_min_rp_val,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,flame_flags,radius_val,radius_percentile_lower,radius_percentile_upper,lum_val,lum_percentile_lower,lum_percentile_upper,datalink_url,epoch_photometry_url,angular_distance,number_of_neighbours
10,16,20826,66.9424,11.7364,1.047,0.039,663,-615,48,-296,-960,-345,-171,-834,-219,F8,7.49,0.56,0.006999999999999999,40.22,0.21,39.99,0.6,39.86,0.17,39.6935,0.002,13.6,127,0,4.34,0.30,24.105,0.274,-2.733,0.032,-116,39.6453,39.75,-103,1635721458409799680,Gaia DR2 3306922958753764992,3306922958753764992,401500177,2015.5,66.94246144055768,0.03247006221756968,11.736365486106086,0.02172762339921226,22.02257903124011,0.03795442488470365,580.2375,110.08489187945959,0.07172077138827515,-12.426956535282883,0.04802921799520349,0.091083296,0.28530502,-0.16210091,0.21361867,-0.16553822,0.14280783,-0.19861642,0.09955705,0.24229635,0.065201476,246,246,244,2,8.595455000000001,479.42084000000006,0.0,0.0,31,True,116.71914,1.6195028315664015,0.007248415906097054,0.047617245,28,10,0.046998445,0,32,False,254,21514346.61212276,14295.662817770215,1504.9562,7.3565454,29,11880718.860519866,19963.19317736588,595.1311599999999,7.6642814,29,13457728.721336085,25170.245012338808,534.66815,6.939491,1.1777465,0,0.7247906,0.30773592,0.41705465,39.09251992909814,0.17535670437220294,13,6250.0,4.0,0.25,NOT_AVAILABLE,183.74468608803056,-24.734421804604025,67.09219927130529,-9.888065372703958,100001,6096.775,6041.8,6122.5,0.0765,0.008,0.26899999999999996,0.013000000000000001,0.0033,0.139,200111,1.1779414,1.1680635,1.1994755,1.7272006000000002,1.722633,1.7317683000000001,http://geadata.esac.esa.int/data-server/datalink/links?ID=3306922958753764992,,0.001911919311216137,1
11,17,20850,67.0189,13.8679,1.13,0.055999999999999994,716,-345,371,404,-312,33,523,-193,152,K0V,9.02,0.8390000000000001,0.006999999999999999,40.94,0.08,39.89,0.6,39.77,0.16,40.2936,0.0009,8.0,98,0,2.86,0.23,23.240,0.265,-4.312,0.052,-56,39.9226,39.71,208,1635721458409799680,Gaia DR2 3307844864893938304,3307844864893938304,23357054,2015.5,67.01892650705639,0.06126748600708376,13.867856798752587,0.025878470606580155,20.761288527507038,0.06538954825547594,317.50165,102.17749011093399,0.18208800320127894,-19.14216352668257,0.07837074958308278,-0.014699055,-0.23258014,-0.2260006,0.46262622,0.0018197572,0.6326258000000001,-0.54317945,-0.10591123,0.20240559,-0.40809485,390,390,387,3,9.012608,688.20105,0.0,2.893253841644353e-15,31,True,227.78232000000003,1.5729719637378652,0.0064239485367721715,0.053717572000000005,44,10,0.10597245,0,50,True,400,5531521.814194725,1331.0066381659194,4155.8936,8.831254,44,2720793.1648256243,2511.709683751007,1083.2435,9.264649,41,3970428.2963286135,3645.0862899216413,1089.255,8.264827,1.2096528999999998,0,0.9998226,0.43339540000000004,0.56642723,40.37882902777672,0.1841936667557844,10,5250.0,4.5,0.25,NOT_AVAILABLE,181.9513725708101,-23.3679479802745,67.50633051242495,-7.7948904525466975,100001,5245.665,5187.6665,5289.22,0.1447,0.0797,0.26,0.0693,0.0363,0.1175,200111,0.8856388000000001,0.8711129000000001,0.9055525,0.53506947,0.5328895,0.53724945,http://geadata.esac.esa.int/data-server/datalink/links?ID=3307844864893938304,,0.0053581908386317175,2
12,18,20889,67.1539,19.1805,0.22,0.013000000000000001,137,-562,-425,-955,-1092,-530,-838,-975,-413,K0III,3.53,1.014,0.006,39.37,0.06,39.39,0.6,39.27,0.16,38.4354,0.0004,9.0,199,0,--,--,--,--,--,--,-68,38.8603,39.21,-345,1635721458409799680,Gaia DR2 48026706557926528,48026706557926528,887111430,2015.5,67.15465729101625,0.3701352899470439,19.18027817758484,0.2481464204699017,20.31296105209305,0.4260689938844761,47.675284999999995,107.50303801276002,1.036090869482359,-38.06607555645553,0.7003509117798671,0.0729795,-0.043500199999999996,-0.43941474,0.06854279,-0.06503436,0.07098201,-0.40971857,-0.023633359,0.12938516,-0.05223322,247,247,229,18,169.13928,56717.473,1.6930426270596544,1266.6517239172842,31,True,0.31843716,1.650932640485375,0.08173935391468493,-0.025942495,28,9,0.5168094,0,34,True,262,1027679993.990998,2776880.5665479517,370.08432,3.158721,30,372479960.76731336,5190085.027402408,71.7676,3.923631,32,672858945.9932821,4204410.4794053305,160.03645,2.6921098,1.0171833000000001,0,1.2315211000000001,0.7649100000000001,0.46661115,,,0,,,,NOT_AVAILABLE,177.5968151550846,-19.92339634701305,68.46549089182723,-2.5673766265756814,101001,4670.75,4323.3335,5514.5,,,,,,,200111,16.636415,11.934953,19.417599,118.67539,115.87592,121.47486,http://geadata.esac.esa.int/data-server/datalink/links?ID=48026706557926528,,0.04935549382036112,1
13,19,20949,67.3786,26.6713,1.117,0.051,708,-392,315,577,-131,262,689,-18,374,G5,9.19,0.7659999999999999,0.002,39.02,0.17,38.12,0.59,38.01,0.15,38.6972,0.0011,7.5,76,0,13.27,1.46,22.297,0.514,-13.055,0.301,252,38.3817,38.26,122,1635721458409799680,Gaia DR2 151379150300399360,151379150300399360,1468966676,2015.5,67.37858983968829,0.06774548908382368,26.67133983134532,0.038677397805690183,17.156238086981364,0.06305972865549253,272.0633,82.80699121965715,0.17288661437406516,-48.284710065250216,0.08992965968446412,-0.13026206,-0.08213362,-0.6052360999999999,0.20608309,0.020217273,0.24097973,-0.7334733,0.21895170000000003,0.02514902,-0.22319789999999998,152,152,150,2,6.0174875,272.49332000000004,0.0,0.0,31,True,260.49335,1.5718924901700018,0.01037478561562285,-0.10268143,17,8,0.103830755,0,19,False,167,4796174.632999866,3312.4130311596227,1447.9398,8.986127999999999,19,2424359.5787028507,5457.466985405043,444.228,9.389895,19,3318261.238895171,6100.081593781573,543.97,8.459643,1.1973336,0,0.9302521,0.4037676,0.5264845,39.00203457298365,0.3732240105927401,3,5500.0,4.5,0.0,NOT_AVAILABLE,171.77763131065518,-14.88814286586148,69.82284927406896,4.80278419907987,100001,5500.0,5425.0,5587.5,0.019,0.0065,0.1524,0.0123,0.0029,0.0838,200111,0.8933994000000001,0.8656372999999999,0.9182725,0.65801656,0.6548369,0.66119623,http://geadata.esac.esa.int/data-server/datalink/links?ID=151379150300399360,,0.005082073860121518,1
14,20,20978,67.491,16.6727,1.133,0.038,718,-313,406,461,-257,55,584,-134,179,K1V,9.08,0.865,0.013000000000000001,40.97,0.06,39.83,0.6,39.71,0.16,40.2908,0.0017,8.6,59,0,2.13,0.59,22.631,0.258,-5.991,0.070,-170,39.8852,39.54,349,1635721458409799680,Gaia DR2 3312951748510907648,3312951748510907648,961496940,2015.5,67.49101308172906,0.03883030059492299,16.67271860422926,0.019284179296415675,21.896531535889192,0.03914793128962722,559.32794,106.62469854058935,0.0814898578720273,-28.406645791634606,0.0515873187376468,0.071882784,0.13619639,-0.20388341,0.42095882,-0.15063404,0.32042786,-0.22981656,0.052921332,0.21150565,-0.004182773,281,281,279,2,6.3008447,448.62244000000004,0.0,0.0,31,True,262.7027,1.552919185677134,0.006691329177870233,0.028774567,32,12,0.05316686599999999,0,32,False,279,5419455.978253495,3032.61447436347,1787.0574,8.853477,30,2613842.2531021526,3937.428359269573,663.84503,9.308189,30,3919292.68404267,4651.61033911072,842.5668300000001,8.278901,1.2054964,0,1.0292883,0.45471287,0.5745754,40.138868584835336,0.2267734343207465,6,5250.0,4.5,0.0,NOT_AVAILABLE,179.88605876288213,-21.26443073879443,68.39608469532544,-5.094322510212106,100001,5164.0,5051.532999999999,5311.933000000001,0.11900000000000001,0.008,0.3051,0.0467,0.0049,0.1417,200111,0.8633526,0.81593484,0.9022237,0.4775469,0.47626257,0.47883123,http://geadata.esac.esa.int/data-server/datalink/links?ID=3312951748510907648,,0.004893378567618373,1
15,21,21099,67.8159,20.133,1.109,0.064,703,-413,290,321,-382,30,442,-261,151,G8V,8.59,0.7340000000000001,0.013999999999999999,40.62,0.08,39.51,0.6,39.39,0.16,39.8309,0.0009,8.4,109,0,2.70,0.19,23.244,0.252,-8.575,0.094,-120,39.5405,39.27,271,1635721458409799680,Gaia DR2 144171233106399104,144171233106399104,1088011323,2015.5,67.81588084563514,0.042132404662939486,20.133000031640577,0.02325051394035214,21.618673249330648,0.046591134522409976,464.0083,106.43590778931616,0.10224408387049412,-39.32449986799255,0.0636146524253317,0.39870238,-0.062434357,-0.33962020000000004,-0.046908073,0.0037110636,-0.0076549619999999995,-0.47035920000000003,0.2304011,0.16708687,0.11952077,364,364,357,7,9.664541999999999,674.7092,0.0,0.0,31,True,158.90878,1.607709957319135,0.007288931587347022,0.052629612,41,13,0.06419527,0,43,False,365,8275579.438810685,3146.524064767593,2630.0703,8.393869,41,4230399.435378615,4819.627189428819,877.74414,8.785435000000001,36,5685922.564543396,5527.3954180974715,1028.6803,7.8749175000000005,1.1982632,1,0.9105171999999999,0.39156532,0.5189519,39.764792096211174,0.1517025372835276,21,5500.0,4.5,0.0,NOT_AVAILABLE,177.24162221321916,-18.835672035753745,69.22665651010851,-1.7207016108491788,100002,5480.8,5312.5,5625.0,0.109,0.0423,0.2211,0.0513,0.0172,0.0988,200111,0.9387689,0.8912540999999999,0.99919146,0.7164533000000001,0.7142745,0.7186321,http://geadata.esac.esa.int/data-server/datalink/links?ID=144171233106399104,,0.0013131659882638267,1
16,22,21741,70.0247,23.3044,1.125,0.059000000000000004,713,-391,322,486,-227,164,599,-115,277,K0V,9.4,0.8109999999999999,0.0,41.34,0.16,39.75,0.6,39.64,0.16,40.2362,0.0013,8.9,84,0,13.91,1.04,21.206,0.286,-10.789,0.146,345,39.9141,39.98,-69,1635721458409799680,Gaia DR2 146698078328904064,146698078328904064,721813811,2015.5,70.0247019702704,0.04548830833698688,23.30438037084056,0.026221308073489616,16.65849001125643,0.046183302356629055,360.70374,75.68363501165591,0.09757207155226992,-38.35505828636309,0.0551196438538584,-0.21614492,0.06554558,-0.4845866,0.28437132,-0.27423328,0.18448672,-0.53719527,0.25512898,0.23899843,-0.16006894,202,202,197,5,6.835972,358.51403999999997,0.0,0.0,31,True,249.75597000000002,1.5812172224580745,0.007847336107246545,-0.07580263,23,11,0.06320221,0,23,False,198,4038494.4428845714,1689.0890307190766,2390.9304,9.172817,17,2013339.089844632,2664.8351770908357,755.5210599999999,9.591596000000001,16,2843844.788194375,2611.2401524221,1089.0782,8.627155,1.2027215,0,0.96444035,0.41877842,0.5456619,39.860459281073105,0.5348817946910167,6,5250.0,4.5,0.25,NOT_AVAILABLE,176.0430594892873,-15.236492238496375,71.71131787994662,1.1244133786818995,100001,5317.0,5284.59,5580.0,0.11800000000000001,0.0375,0.2523,0.057,0.0189,0.1271,200111,0.9132628,0.82920265,0.92449915,0.6005550999999999,0.59820515,0.6029051,http://geadata.esac.esa.int/data-server/datalink/links?ID=146698078328904064,,0.004368272845736767,1
17,24,22422,72.3842,15.8886,1.054,0.053,668,-623,45,-127,-795,-172,-11,-680,-56,F8,7.72,0.578,0.009000000000000001,42.04,0.14,41.65,0.6,41.53,0.17,41.523,0.0015,9.6,96,0,4.63,0.34,19.695,0.227,-5.790,0.068,-58,41.4782,41.48,2,1635721458409799680,Gaia DR2 3405113740864365440,3405113740864365440,149795877,2015.5,72.38424228250187,0.04670640366967178,15.88863312732766,0.029817482360482563,20.58695091831179,0.05544416036331163,371.30962999999997,86.73038996233683,0.08254462040947377,-25.497716218020297,0.052142539838942,-0.19846421,0.39769354,-0.25993863,0.24939533,-0.3305027,0.09557788,-0.76546204,0.19439937,0.41794536,-0.11762197,284,284,281,3,6.321848999999999,451.84015,0.0,0.0,31,True,85.184296,1.6226995857723685,0.007934908747678309,-0.042311892000000004,32,13,0.050042816,0,38,False,290,17471826.247149393,3333.5160941166387,5241.2607,7.58252,33,9609186.717492057,11224.058113243032,856.1241,7.894671400000001,32,11012651.689816687,16106.889128333954,683.7231,7.157190299999999,1.1802909,0,0.7374811,0.31215143,0.42532970000000003,41.36836507560733,0.13918476676301533,20,6000.0,4.5,0.25,NOT_AVAILABLE,183.58433885951982,-18.016647851976863,72.96464283724029,-6.514948169488106,100001,6031.0,5977.1665,6052.0,0.0672,0.026000000000000002,0.1353,0.0347,0.0109,0.132,200111,1.1616855,1.1536375,1.1827053,1.60853,1.6027193000000002,1.6143408000000001,http://geadata.esac.esa.int/data-server/datalink/links?ID=3405113740864365440,,0.0006507973828149934,1
18,25,22566,72.847,15.4334,1.034,0.048,655,-617,38,618,-37,580,736,81,698,F8,7.9,0.527,0.008,42.92,0.19,41.85,0.6,41.73,0.17,42.4678,0.0025,15.2,126,0,15.10,1.31,18.970,0.323,-5.244,0.090,426,42.4295,42.16,272,1635721458409799680,Gaia DR2 3404850790082434176,3404850790082434176,361818481,2015.5,72.84702290565006,0.05897894107316594,15.433386385888966,0.033640705085924434,16.215620711026126,0.057705460396508076,281.00667999999996,65.83888090451414,0.11512195430076433,-18.291102599704907,0.05923223053665608,-0.49912609999999996,0.12877038,-0.52684623,0.52213526,-0.014931528999999999,0.50292563,-0.8110722,0.34137094,0.15289842,-0.46649963,307,307,306,1,10.217471000000002,626.64355,0.0,0.0,31,True,87.354385,1.6246778079704294,0.0075009885729623235,-0.12889414,35,12,0.07505388,0,39,True,305,14835962.944145925,4004.868604430377,3704.482,7.7600765,34,8391819.333314583,6880.176281568111,1219.71,8.041748,34,9110791.226931237,12901.509120215298,706.1803,7.36303,1.1797421000000001,0,0.6787181,0.28167152,0.39704657,42.326365209525754,0.15806196699527714,20,6250.0,4.0,0.25,NOT_AVAILABLE,184.2470011090427,-17.924523057609196,73.35527765085135,-7.020252338909905,100001,6159.4,6041.4336,6221.0,0.079,0.0233,0.26,0.0483,0.013000000000000001,0.1397,200111,1.3004850000000001,1.2748578000000002,1.3517678999999998,2.1931027999999997,2.1827294999999998,2.2034762000000003,http://geadata.esac.esa.int/data-server/datalink/links?ID=3404850790082434176,,0.0022360401300067674,1
19,26,23069,74.4566,14.0021,1.11,0.06,703,-396,308,484,-219,177,595,-109,287,G5,8.89,0.737,0.001,43.68,0.16,42.48,0.6,42.37,0.17,42.9643,0.0009,7.6,100,0,10.45,0.80,18.037,0.251,-4.664,0.068,193,42.6568,42.56,94,1635721458409799680,Gaia DR2 3392446821452424192,3392446821452424192,350336153,2015.5,74.45658286788569,0.03950579479226202,14.002111755957866,0.02857494301390193,18.31365791366266,0.049679167188805835,368.63858,69.82588002807712,0.07558447332030832,-18.01088483374687,0.04717943822330251,-0.17278177,0.30680692,-0.083160385,0.15900828,-0.42611899999999997,0.07830735,-0.607345,0.09145731,0.39497703,-0.18996496,203,203,200,3,4.371586,293.82205,0.0,0.0,31,True,275.10516,1.582116376819564,0.007114479042578351,-0.029651213,24,11,0.046299428,0,25,True,201,6244387.471265415,3460.273415641256,1804.5936,8.699641,22,3199006.6459791237,2980.4620212425,1073.3258,9.08885,24,4251042.986308752,6042.527699741557,703.5206,8.190681,1.1930794,1,0.89816856,0.38920879999999997,0.5089598,42.413626426286655,0.29076803494701936,3,5750.0,4.5,0.25,NOT_AVAILABLE,186.41802454244072,-17.483547837032773,74.7533141888473,-8.618268302560216,100002,5597.25,5521.0,5658.0,0.068,0.017,0.1405,0.033,0.0083,0.0698,200111,0.9178850000000001,0.89828014,0.94341373,0.74502367,0.74221134,0.747836,http://geadata.esac.esa.int/data-server/datalink/links?ID=3392446821452424192,,0.002048689329785882,1
20,27,23498,75.7822,13.7306,1.1159999999999999,0.063,708,-408,299,302,-405,3,417,-291,117,K0,9.0,0.765,0.002,43.51,0.19,42.9,0.6,42.79,0.17,43.2023,0.0012,8.9,93,0,10.26,0.75,16.694,0.253,-4.544,0.070,142,42.9031,42.93,-25,1635721458409799680,Gaia DR2 3391712038447198080,3391712038447198080,654892912,2015.5,75.78220102333891,0.050597183421626106,13.730592449206329,0.03637341335993687,18.599889036612534,0.057776355638597,321.92908,66.20207799994428,0.10445710704989612,-18.016243946872386,0.061188593788101035,-0.08821942,0.15421733,-0.2636705,0.050916594,-0.32560304,0.029772617,-0.6677758,0.011646007,0.30042909999999995,-0.13399316,144,144,140,4,7.418122,296.13135,0.0,0.0,31,True,254.51549,1.605304011113747,0.010963398602057058,0.00036557483999999997,17,9,0.0618742,0,19,False,150,5767021.239959843,2578.2054367967858,2236.8354,8.785986999999999,16,2922114.557712852,2937.207934557395,994.8613,9.187145,16,3986525.645505164,5101.1972513063565,781.4882,8.260433,1.1979563999999998,0,0.92671204,0.40115833,0.5255536999999999,42.37107073057811,0.3406249291260963,6,5500.0,4.5,0.25,NOT_AVAILABLE,187.41496613730976,-16.577216742205056,76.02032134217826,-9.021367952600247,100001,5411.0,5339.0,5506.0,0.0737,0.0113,0.1861,0.0347,0.0039,0.0883,200111,0.93815255,0.90605825,0.9636264000000001,0.67975396,0.6769363,0.6825716,http://geadata.esac.esa.int/data-server/datalink/links?ID=3391712038447198080,,0.0013350723097477284,1
21,28,23750,76.5752,17.8163,1.1079999999999999,0.078,702,-438,264,215,-487,-49,324,-378,60,K0,8.82,0.73,0.015,42.31,0.18,42.67,0.6,42.56,0.17,42.8852,0.0012,9.4,101,0,10.35,0.86,16.268,0.246,-7.864,0.119,143,42.6213,42.7,-83,1635721458409799680,Gaia DR2 3407121831350730112,3407121831350730112,1491100825,2015.5,76.57524651079878,0.04482013661545872,17.81628181311387,0.033599536069557866,18.604121167705408,0.052479494880320415,354.5027,64.45158473981526,0.08023117879356442,-31.283171055065107,0.05561457083287713,-0.2766499,0.31661528,-0.28934237,0.32132059999999996,-0.39129427,0.1467902,-0.5687352,0.23514234,0.31244293,-0.15723753,163,163,161,2,4.635454,252.11957,0.0,0.0,31,True,241.98597999999998,1.6050842332385948,0.01125273389790234,0.0015391979999999999,19,11,0.050254043,0,20,False,168,6719641.57045049,3988.656254914732,1684.6881,8.620001,18,3453592.2280528517,5629.880430509737,613.4397,9.005711,18,4572953.673333403,6644.447948812411,688.2368,8.111428,1.1944902,0,0.89428234,0.38570976,0.5085725999999999,42.589572398094184,0.26534510659117844,3,5500.0,4.5,0.25,NOT_AVAILABLE,184.37642167994525,-13.632451471619019,77.18008875732674,-5.027545713551833,100001,5590.3335,5548.0,5613.6665,0.0513,0.0295,0.1555,0.025,0.0117,0.0861,200111,0.9399098,0.9321127,0.95430833,0.77735245,0.7743403,0.78036463,http://geadata.esac.esa.int/data-server/datalink/links?ID=3407121831350730112,,0.0021800739448969574,1
22,29,24923,80.1062,11.6098,1.1159999999999999,0.063,708,-410,297,406,-301,109,506,-201,209,K0,9.03,0.765,0.028999999999999998,43.7,0.23,44.17,0.6,44.07,0.17,44.5765,0.0011,9.1,107,0,14.92,0.73,13.646,0.218,-3.556,0.059,226,44.2791,44.3,-17,1635721458409799680,Gaia DR2 3387381646261643776,3387381646261643776,118739386,2015.5,80.10615980510194,0.04764260435420498,11.609758910565713,0.03946933879514486,17.79906032070114,0.04862706926467437,366.03192,52.255291267370424,0.09916220164807098,-13.987403658076358,0.07437437841844496,-0.23806189,0.05929932,-0.36974612,0.25974333,-0.26302984,0.23019847,-0.49835056,0.08124389,0.11951359,-0.20110035,124,124,121,3,10.014584,343.7905,0.0,0.0,31,True,183.87718,1.5630637987653861,0.011692978374119124,-0.007497490999999999,14,10,0.064143404,0,19,False,142,5486984.759041677,5534.984962150532,991.3279,8.840032,17,2778026.5789835365,9152.897975820024,303.51333999999997,9.242047,16,3775825.1516160723,12063.353764002182,312.99962999999997,8.31939,1.194436,0,0.922657,0.40201570000000003,0.5206413,44.20013969875396,0.646101790040288,3,5500.0,4.5,0.0,NOT_AVAILABLE,191.65014106534875,-14.206008482968373,80.11042483859845,-11.490509897286325,100001,5464.3335,5391.0,5546.5,0.1735,0.11800000000000001,0.2721,0.081,0.059000000000000004,0.1253,200111,0.9348726999999999,0.9073791999999999,0.9604796999999998,0.70201826,0.6992706999999999,0.7047658,http://geadata.esac.esa.int/data-server/datalink/links?ID=3387381646261643776,,0.00955267930460308,1
23,32,15563,50.1226,8.4545,1.119,0.033,709,-236,473,-674,-1383,-1147,-532,-1241,-1005,K7V:,9.65,1.13,0.015,30.45,0.26,31.72,0.58,31.58,0.15,31.0463,0.0006,8.2,99,1,19.52,0.25,33.905,0.254,0.887,0.017,-508,30.5732,31.07,-497,1635721458409799680,Gaia DR2 11037726649058432,11037726649058432,1386660414,2015.5,50.12263151591938,0.036335340564150165,8.45447668194787,0.031541840638641815,31.474888461157608,0.0413890790392546,760.4636,226.3236613318554,0.07204725358411475,6.177787970670334,0.065654674994843,0.30320537,0.34007046,-0.024717076,0.08293216,0.02934941,0.113594875,0.23695853,0.11938111,-0.03270243,0.33675635,144,144,142,2,0.26000604,140.66948,0.0,0.0,31,True,273.60953,1.5119946070846242,0.01030423317361487,0.04312722,17,10,0.050998252,0,18,False,141,3908943.490357951,1777.3232595182706,2199.343,9.208217999999999,15,1577104.7636086696,3854.121536935365,409.19955,9.856736999999999,15,3270979.7536902963,4179.361682721777,782.6506,8.475225,1.2402544,0,1.3815117000000001,0.6485194999999999,0.7329922,31.07943562744105,0.3786604809490135,4,4750.0,4.5,0.0,NOT_AVAILABLE,173.65399913884468,-39.314084068569436,49.96783758882425,-9.616501157134033,100001,4575.13,4495.165,4706.925,0.2453,0.1239,0.48,0.0897,0.0579,0.2206,200111,0.70169425,0.6629491999999999,0.7268813000000001,0.19435883,0.19397852,0.19473913,http://geadata.esac.esa.int/data-server/datalink/links?ID=11037726649058432,,0.006901325386983729,1
24,33,15720,50.6183,27.1558,1.003,0.08,636,-286,350,-645,-1281,-995,-516,-1152,-866,--,11.03,1.431,0.004,28.9,0.45,30.6,0.58,30.47,0.13,29.9547,0.0023,7.2,59,1,19.47,0.27,32.938,0.271,-9.616,0.082,-494,29.6048,29.98,-373,1635721458409799680,Gaia DR2 117654650480415744,117654650480415744,1601871161,2015.5,50.61831819897835,0.037653044488838536,27.155775661891518,0.026273521347454528,31.50077057105091,0.04250643153329632,741.08246,220.9532603654453,0.0769363319359279,-64.37460452225424,0.06542323681060669,0.07104055,0.3579962,-0.21736974,0.04922082,-0.19917847,0.08360148,0.07889827,0.08792975,-0.037394214,0.31522152,159,159,158,1,7.4755287,323.46268,0.0,2.275557929537614e-15,31,True,267.98874,1.4299639432401068,0.010044541990598442,0.066494256,18,10,0.052434243,0,22,False,193,1368852.9730046706,773.7614172057115,1769.0892,10.347474,20,429847.07908308133,677.0045477609498,634.9249,11.268104,21,1352097.546203405,2617.919562197549,516.4779,9.4344,1.3017794,0,1.833704,0.9206295,0.9130745000000001,30.000667925983414,0.26554329879830435,7,4000.0,3.0,0.0,NOT_AVAILABLE,159.7826280679881,-24.70480649365133,55.208688944708655,8.347936763467704,100001,4049.22,4000.0,4169.1953,0.53,0.2897,0.8004,0.2337,0.133,0.3906,200111,0.6034675,0.56923574,0.61841017,0.08820394,0.088025875,0.088382,http://geadata.esac.esa.int/data-server/datalink/links?ID=117654650480415744,,0.002536022418160084,1
25,35,17766,57.0502,7.1463,1.0490000000000002,0.05,665,-243,422,-557,-1222,-980,-421,-1086,-843,M1,10.85,1.34,0.015,35.4,0.25,35.51,0.59,35.37,0.16,34.9527,0.0022,7.4,53,1,14.22,0.38,30.414,0.280,1.127,0.021,-411,34.5303,34.96,-432,1635721458409799680,Gaia DR2 3277270538903180160,3277270538903180160,940199028,2015.5,57.05019334161421,0.038256566632989084,7.1462715123887515,0.021958664654832385,27.375047624388824,0.044936664730657626,609.1918,175.5958592126714,0.08304162349013344,6.496385242523023,0.06905685068842074,-0.10621213,0.30203792,-0.28705913,0.042145185,-0.22551641,0.4085765,0.56945145,-0.04507556,-0.39283606,0.34783635,298,298,284,14,10.568269,609.3825,0.0,1.6733133901694366e-15,31,True,325.46664,1.4393347037948296,0.005734223724214631,-0.11243184,34,12,0.05696813,0,48,True,405,1511004.07931268,722.5178091510865,2091.3035,10.240202,46,518534.09217079,626.8520006376983,827.2033700000001,11.064445,47,1420327.4338098047,1070.2856380694718,1327.0546,9.380949000000001,1.283161,1,1.6834955000000003,0.8242425999999999,0.8592529000000001,34.984144037252115,0.24320398821523706,15,4500.0,4.5,0.0,NOT_AVAILABLE,180.75665504983132,-35.20191056170243,56.43653770084146,-12.536600114609287,100002,4124.125,4009.7,4259.82,0.6442,0.2957,0.8608,0.25,0.0489,0.4245,200111,0.68718463,0.6441020000000001,0.7269647,0.123074725,0.12278307,0.12336638,http://geadata.esac.esa.int/data-server/datalink/links?ID=3277270538903180160,,0.0018313205131777247,1
